Date,Interval,Queue,Total Input,Total Output,AHT (s),Avg. Latency (s),Employee Count Login
22-Feb,18,Charly,60,0,0,0,0
22-Feb,18,Delta,0,13,"36,09","2148,77",1
22-Feb,19,Alpha,249,198,"29,02","285,83",6
22-Feb,19,Bravo,148,111,"3,01","530,75",2
22-Feb,19,Charly,53,63,"39,09","7050,05",3
22-Feb,19,Delta,0,0,0,0,0
22-Feb,20,Alpha,219,244,"35,43","301,06",9
22-Feb,20,Bravo,169,146,"3,06",2472,2
22-Feb,20,Charly,52,32,"37,87",7971,2
22-Feb,20,Delta,0,0,0,0,0
22-Feb,21,Alpha,187,159,"32,41","195,77",8
22-Feb,21,Bravo,183,248,"2,52","401,19",5
22-Feb,21,Charly,37,103,"32,89","7608,36",3
22-Feb,21,Delta,21,18,"28,1","2264,61",3
22-Feb,22,Alpha,106,99,"36,25","682,65",7
22-Feb,22,Bravo,188,185,"3,06","459,84",2
22-Feb,22,Charly,44,90,"28,62","2621,97",3
22-Feb,22,Delta,3,0,0,0,0
22-Feb,23,Alpha,71,72,"27,78","382,47",8
22-Feb,23,Bravo,128,123,"3,3","143,75",4
22-Feb,23,Charly,26,44,"29,64","1243,52",3
22-Feb,23,Delta,2,7,"47,01",6586,1
23-Feb,0,Alpha,22,27,"30,58","506,74",2
23-Feb,0,Bravo,72,77,"2,99","163,22",3
23-Feb,0,Charly,21,21,"25,2","396,52",3
23-Feb,0,Delta,0,0,0,0,0
23-Feb,1,Alpha,19,16,"34,85","261,56",3
23-Feb,1,Bravo,86,75,"3,44","766,39",1
23-Feb,1,Charly,22,19,"24,92","508,74",3
23-Feb,1,Delta,0,0,0,0,0
23-Feb,2,Alpha,11,13,"36,7","130,5",2
23-Feb,2,Bravo,55,60,"2,26","382,45",2
23-Feb,2,Charly,4,9,"28,68","443,56",1
23-Feb,2,Delta,1,3,"28,06","6953,33",1
23-Feb,3,Alpha,13,10,"28,28","87,9",3
23-Feb,3,Bravo,46,51,"2,11","384,33",2
23-Feb,3,Charly,5,4,"27,52","149,25",1
23-Feb,3,Delta,0,0,0,0,0
23-Feb,4,Alpha,9,8,"36,45","699,25",2
23-Feb,4,Bravo,60,56,"3,8","693,75",1
23-Feb,4,Charly,9,8,"48,49","212,63",2
23-Feb,4,Delta,0,0,0,0,0
23-Feb,5,Alpha,27,19,"29,3","176,68",4
23-Feb,5,Bravo,62,57,"2,93","1060,56",2
23-Feb,5,Charly,13,11,"32,97","232,45",1
23-Feb,5,Delta,0,0,0,0,0
23-Feb,6,Alpha,33,34,"37,45","197,44",4
23-Feb,6,Bravo,59,72,"4,07","196,15",2
23-Feb,6,Charly,21,17,"41,13","972,29",2
23-Feb,6,Delta,0,0,0,0,0
23-Feb,7,Alpha,62,49,"37,37","170,12",5
23-Feb,7,Bravo,59,58,"3,96","94,43",2
23-Feb,7,Charly,27,0,0,0,0
23-Feb,7,Delta,0,0,0,0,0
23-Feb,8,Alpha,91,82,"35,95","419,1",9
23-Feb,8,Bravo,85,85,"4,22","93,8",3
23-Feb,8,Charly,55,37,"55,66","4566,11",2
23-Feb,8,Delta,0,0,0,0,0
23-Feb,9,Alpha,123,118,"35,6","491,58",10
23-Feb,9,Bravo,91,92,"4,29","75,54",3
23-Feb,9,Charly,47,21,"31,14","3037,62",1
23-Feb,9,Delta,4,4,"31,67",717,2
23-Feb,10,Alpha,115,95,"41,82","534,28",16
23-Feb,10,Bravo,97,97,"4,41","182,55",2
23-Feb,10,Charly,54,4,"71,16",8563,3
23-Feb,10,Delta,0,0,0,0,0
23-Feb,11,Alpha,155,153,"35,6","397,53",14
23-Feb,11,Bravo,106,105,"3,89","92,94",4
23-Feb,11,Charly,47,8,"87,18","9788,88",2
23-Feb,11,Delta,0,0,0,0,0
23-Feb,12,Alpha,153,162,"35,52","328,06",16
23-Feb,12,Bravo,120,119,"3,92",69,4
23-Feb,12,Charly,40,112,"48,88","9897,64",2
23-Feb,12,Delta,0,0,0,0,0
23-Feb,13,Alpha,179,156,"41,03","471,81",18
23-Feb,13,Bravo,102,89,"3,75","174,88",4
23-Feb,13,Charly,58,146,"51,52","3638,31",5
23-Feb,13,Delta,9,9,"29,24","604,22",1
23-Feb,14,Alpha,167,152,"37,7","418,86",17
23-Feb,14,Bravo,177,182,"3,47","68,12",5
23-Feb,14,Charly,43,1,"164,48",281,1
23-Feb,14,Delta,0,0,0,0,0
23-Feb,15,Alpha,182,173,"37,58","412,16",21
23-Feb,15,Bravo,119,123,"3,01","143,9",3
23-Feb,15,Charly,55,92,"52,37","2079,95",4
23-Feb,15,Delta,117,84,"36,67","1420,73",2
23-Feb,16,Alpha,108,97,"34,07","269,14",10
23-Feb,16,Bravo,117,121,"4,05","817,83",3
23-Feb,16,Charly,60,29,"41,53","1442,24",3
23-Feb,16,Delta,38,62,"34,69","1226,63",3
23-Feb,17,Alpha,96,101,"34,45","270,73",14
23-Feb,17,Bravo,105,105,"2,78","98,52",4
23-Feb,17,Charly,43,83,"49,36","1548,55",4
23-Feb,17,Delta,1,5,"24,84","3266,2",1
23-Feb,18,Alpha,109,96,"35,7","176,81",11
23-Feb,18,Bravo,131,127,"3,88","395,68",4
23-Feb,18,Charly,45,25,"57,28","822,44",2
23-Feb,18,Delta,0,0,0,0,0
23-Feb,19,Alpha,125,126,"34,86","98,48",8
23-Feb,19,Bravo,154,148,"3,81","455,28",3
23-Feb,19,Charly,55,0,0,0,0
23-Feb,19,Delta,0,0,0,0,0
23-Feb,20,Alpha,111,101,"35,52","88,04",8
23-Feb,20,Bravo,168,176,"2,48","122,69",3
23-Feb,20,Charly,38,50,"52,91","4639,52",1
23-Feb,20,Delta,7,0,0,0,0
23-Feb,21,Alpha,97,93,"35,1","159,03",7
23-Feb,21,Bravo,205,197,"4,97","1117,86",3
23-Feb,21,Charly,53,0,0,0,0
23-Feb,21,Delta,161,160,"33,66","1006,49",4
23-Feb,22,Alpha,87,77,"33,31","339,04",7
23-Feb,22,Bravo,151,123,"2,84","518,46",1
23-Feb,22,Charly,23,91,"34,74","7571,25",3
23-Feb,22,Delta,0,10,"30,3","3101,1",2
23-Feb,23,Alpha,59,58,"33,59","324,05",4
23-Feb,23,Bravo,147,146,"3,49","732,14",2
23-Feb,23,Charly,26,68,"30,15","3545,46",4
23-Feb,23,Delta,0,3,"39,71","15613,67",1
24-Feb,0,Alpha,26,22,"44,8","173,81",2
24-Feb,0,Bravo,78,110,"2,55","443,11",2
24-Feb,0,Charly,15,19,"28,2","1262,79",3
24-Feb,0,Delta,0,0,0,0,0
24-Feb,1,Alpha,16,20,"60,89",557,2
24-Feb,1,Bravo,63,59,"3,11","1242,24",1
24-Feb,1,Charly,12,17,"28,01","406,29",3
24-Feb,1,Delta,0,0,0,0,0
24-Feb,2,Alpha,15,18,"35,68","145,06",3
24-Feb,2,Bravo,35,45,"4,15","426,27",2
24-Feb,2,Charly,6,5,"28,35","165,4",2
24-Feb,2,Delta,0,0,0,0,0
24-Feb,3,Alpha,4,4,"67,49","606,5",3
24-Feb,3,Bravo,40,33,"5,69","1550,12",1
24-Feb,3,Charly,6,5,"45,8","303,6",2
24-Feb,3,Delta,0,0,0,0,0
24-Feb,4,Alpha,12,10,"36,72","52,7",3
24-Feb,4,Bravo,44,46,"3,65",984,1
24-Feb,4,Charly,3,6,"34,44",365,2
24-Feb,4,Delta,0,0,0,0,0
24-Feb,5,Alpha,21,20,"39,42","137,55",1
24-Feb,5,Bravo,69,67,"2,45","349,19",2
24-Feb,5,Charly,8,5,"32,93","695,4",2
24-Feb,5,Delta,0,0,0,0,0
24-Feb,6,Alpha,41,34,"37,09","270,51",3
24-Feb,6,Bravo,70,72,"3,42","126,72",2
24-Feb,6,Charly,19,12,"40,37","871,75",2
24-Feb,6,Delta,0,0,0,0,0
24-Feb,7,Alpha,60,57,"35,37","197,67",4
24-Feb,7,Bravo,71,73,"3,64","116,99",2
24-Feb,7,Charly,30,22,"50,5","1475,55",3
24-Feb,7,Delta,0,0,0,0,0
24-Feb,8,Alpha,86,82,"37,75","230,32",7
24-Feb,8,Bravo,77,78,"4,02","103,87",3
24-Feb,8,Charly,29,44,"39,04","2674,8",5
24-Feb,8,Delta,0,0,0,0,0
24-Feb,9,Alpha,124,82,"38,84","379,99",6
24-Feb,9,Bravo,96,98,"4,16","86,13",3
24-Feb,9,Charly,43,12,"51,96",1189,2
24-Feb,9,Delta,0,0,0,0,0
24-Feb,10,Alpha,128,149,"36,06","567,91",11
24-Feb,10,Bravo,92,86,"3,79","231,41",2
24-Feb,10,Charly,39,41,"36,26","3751,76",3
24-Feb,10,Delta,0,0,0,0,0
24-Feb,11,Alpha,144,138,"37,5","192,25",10
24-Feb,11,Bravo,128,130,"4,01","108,22",4
24-Feb,11,Charly,52,61,"43,88","1190,16",4
24-Feb,11,Delta,0,0,0,0,0
24-Feb,12,Alpha,82,82,"35,56","540,4",10
24-Feb,12,Bravo,149,154,"4,18","86,61",4
24-Feb,12,Charly,44,62,"42,11","931,63",4
24-Feb,12,Delta,0,0,0,0,0
24-Feb,13,Alpha,175,144,"35,05","392,59",17
24-Feb,13,Bravo,128,128,"3,34","555,51",4
24-Feb,13,Charly,47,50,"65,26","182,08",4
24-Feb,13,Delta,0,0,0,0,0
24-Feb,14,Alpha,146,127,"35,64","613,1",13
24-Feb,14,Bravo,115,110,"4,44","124,43",5
24-Feb,14,Charly,37,28,"94,52","744,11",3
24-Feb,14,Delta,0,0,0,0,0
24-Feb,15,Alpha,129,132,"32,55","313,41",13
24-Feb,15,Bravo,77,82,"5,3","321,37",2
24-Feb,15,Charly,48,48,"76,34",462,3
24-Feb,15,Delta,15,15,"27,64","1714,2",2
24-Feb,16,Alpha,121,95,"34,15","333,99",10
24-Feb,16,Bravo,123,123,"3,89","132,64",4
24-Feb,16,Charly,32,39,"39,86","340,56",5
24-Feb,16,Delta,25,4,"21,17","383,75",1
24-Feb,17,Alpha,127,115,"34,29","384,44",12
24-Feb,17,Bravo,135,134,"3,27","306,96",3
24-Feb,17,Charly,35,35,"67,31","211,43",3
24-Feb,17,Delta,76,95,"33,74","1592,02",5
24-Feb,18,Alpha,114,102,"34,15","349,5",11
24-Feb,18,Bravo,152,146,"3,41","80,75",3
24-Feb,18,Charly,48,40,"56,83","425,8",4
24-Feb,18,Delta,0,1,"27,65",8932,1
24-Feb,19,Alpha,106,81,"32,24","615,04",3
24-Feb,19,Bravo,138,138,"3,43","449,98",3
24-Feb,19,Charly,46,42,"31,96","710,4",2
24-Feb,19,Delta,0,0,0,0,0
24-Feb,20,Alpha,95,76,"38,48","1206,5",5
24-Feb,20,Bravo,176,170,"2,37","203,96",3
24-Feb,20,Charly,52,0,0,0,0
24-Feb,20,Delta,0,1,15,11171,1
24-Feb,21,Alpha,69,102,"37,51","1117,11",8
24-Feb,21,Bravo,180,21,"6,15","128,62",1
24-Feb,21,Charly,40,97,"34,12","3186,1",4
24-Feb,21,Delta,18,8,"31,5","859,88",3
24-Feb,22,Alpha,66,62,"39,67","96,34",7
24-Feb,22,Bravo,165,327,"3,67","2049,36",4
24-Feb,22,Charly,34,35,"41,63","280,09",3
24-Feb,22,Delta,0,0,0,0,0
24-Feb,23,Alpha,38,39,"43,43","133,08",10
24-Feb,23,Bravo,126,132,"3,28","462,01",4
24-Feb,23,Charly,14,21,"27,99","454,71",3
24-Feb,23,Delta,0,10,"27,1","7584,2",1
25-Feb,0,Alpha,30,28,"35,22","55,68",6
25-Feb,0,Bravo,92,95,"3,87","110,81",4
25-Feb,0,Charly,20,11,"42,89","758,55",2
25-Feb,0,Delta,0,0,0,0,0
25-Feb,1,Alpha,15,12,"34,52","35,33",5
25-Feb,1,Bravo,69,64,"2,65","590,09",2
25-Feb,1,Charly,10,20,"26,51","799,5",2
25-Feb,1,Delta,0,0,0,0,0
25-Feb,2,Alpha,5,4,"34,27","97,5",4
25-Feb,2,Bravo,46,51,"2,19","310,16",2
25-Feb,2,Charly,5,7,"31,85","262,86",2
25-Feb,2,Delta,0,0,0,0,0
25-Feb,3,Alpha,7,6,"34,33","34,83",3
25-Feb,3,Bravo,62,26,"2,47","136,69",2
25-Feb,3,Charly,8,8,"34,17","157,38",3
25-Feb,3,Delta,0,0,0,0,0
25-Feb,4,Alpha,13,13,"28,38","41,38",5
25-Feb,4,Bravo,40,76,"2,55","498,99",2
25-Feb,4,Charly,5,5,"29,06","351,4",3
25-Feb,4,Delta,0,0,0,0,0
25-Feb,5,Alpha,25,23,"39,06","47,48",3
25-Feb,5,Bravo,71,58,"2,25","431,38",1
25-Feb,5,Charly,8,5,"22,9","136,6",1
25-Feb,5,Delta,0,0,0,0,0
25-Feb,6,Alpha,62,53,"40,28","493,78",4
25-Feb,6,Bravo,59,70,"3,91","293,21",2
25-Feb,6,Charly,18,5,"43,94","2024,4",2
25-Feb,6,Delta,0,0,0,0,0
25-Feb,7,Alpha,71,63,"34,64","207,51",4
25-Feb,7,Bravo,62,63,"3,82","175,19",2
25-Feb,7,Charly,33,30,"50,88","2802,93",3
25-Feb,7,Delta,0,0,0,0,0
25-Feb,8,Alpha,107,97,"35,92","278,15",8
25-Feb,8,Bravo,78,77,"3,24","121,97",3
25-Feb,8,Charly,37,25,"67,16","2558,12",4
25-Feb,8,Delta,0,0,0,0,0
25-Feb,9,Alpha,98,102,"45,21","424,42",9
25-Feb,9,Bravo,85,88,"4,32","66,78",3
25-Feb,9,Charly,47,0,0,0,0
25-Feb,9,Delta,0,0,0,0,0
25-Feb,10,Alpha,106,100,"42,19","249,97",13
25-Feb,10,Bravo,102,82,"3,68","431,27",3
25-Feb,10,Charly,47,43,"48,89","5675,53",3
25-Feb,10,Delta,0,0,0,0,0
25-Feb,11,Alpha,111,112,"40,58","144,42",10
25-Feb,11,Bravo,108,128,"3,77","119,84",4
25-Feb,11,Charly,38,84,"48,58","4172,26",5
25-Feb,11,Delta,7,4,"28,81","1091,75",2
25-Feb,12,Alpha,99,96,"37,3","218,65",11
25-Feb,12,Bravo,122,121,"4,92","258,83",4
25-Feb,12,Charly,45,56,"47,22","3082,63",3
25-Feb,12,Delta,0,3,"33,1",4322,1
25-Feb,13,Alpha,155,119,"33,48","423,74",16
25-Feb,13,Bravo,136,137,"4,1","145,11",5
25-Feb,13,Charly,40,11,"32,65","2839,82",2
25-Feb,13,Delta,0,0,0,0,0
25-Feb,14,Alpha,140,150,"36,65","776,85",17
25-Feb,14,Bravo,122,116,"3,9","67,1",3
25-Feb,14,Charly,51,47,"40,78","4630,06",4
25-Feb,14,Delta,43,11,"26,11","187,36",2
25-Feb,15,Alpha,135,132,"35,06","298,23",11
25-Feb,15,Bravo,126,129,"5,44","231,92",2
25-Feb,15,Charly,39,87,"47,65","2331,54",5
25-Feb,15,Delta,13,45,"26,51","300,62",4
25-Feb,16,Alpha,108,92,"35,04","236,6",11
25-Feb,16,Bravo,72,74,"5,04","96,73",3
25-Feb,16,Charly,34,34,"32,24","1678,47",3
25-Feb,16,Delta,6,0,0,0,0
25-Feb,17,Alpha,91,84,"37,3","533,82",14
25-Feb,17,Bravo,112,108,"5,2","291,01",4
25-Feb,17,Charly,43,38,"31,52","626,68",3
25-Feb,17,Delta,8,14,"24,71","1894,43",4
25-Feb,18,Alpha,96,95,"35,86","346,49",10
25-Feb,18,Bravo,128,130,"4,94","359,28",2
25-Feb,18,Charly,52,39,"34,25","1168,9",3
25-Feb,18,Delta,0,0,0,0,0
25-Feb,19,Alpha,97,68,"31,12","744,65",6
25-Feb,19,Bravo,148,121,"4,03","342,99",3
25-Feb,19,Charly,44,62,"32,95","1575,69",3
25-Feb,19,Delta,0,0,0,0,0
25-Feb,20,Alpha,85,101,"34,12","914,17",5
25-Feb,20,Bravo,146,160,"4,83","1389,3",2
25-Feb,20,Charly,46,35,"23,35","1422,57",1
25-Feb,20,Delta,4,3,"20,43","1145,67",1
25-Feb,21,Alpha,89,82,"30,44","105,39",7
25-Feb,21,Bravo,178,189,"2,46","982,3",2
25-Feb,21,Charly,35,55,"36,97","695,65",3
25-Feb,21,Delta,1,1,"29,74",3556,1
25-Feb,22,Alpha,81,74,"37,34","200,05",6
25-Feb,22,Bravo,175,179,"2,93","923,4",3
25-Feb,22,Charly,32,32,"45,4","141,34",2
25-Feb,22,Delta,3,1,"27,99",778,1
25-Feb,23,Alpha,42,34,"38,52","219,18",7
25-Feb,23,Bravo,138,138,"2,7","139,28",3
25-Feb,23,Charly,32,33,"36,01","212,36",4
25-Feb,23,Delta,1,1,"23,24",3863,1
26-Feb,0,Alpha,24,28,"36,13","494,41",5
26-Feb,0,Bravo,86,84,"2,98","81,07",3
26-Feb,0,Charly,26,22,"31,1","431,95",2
26-Feb,0,Delta,1,3,"28,17",4222,1
26-Feb,1,Alpha,21,17,"31,99","170,35",3
26-Feb,1,Bravo,62,58,"2,93","114,34",2
26-Feb,1,Charly,13,17,"39,82","309,47",1
26-Feb,1,Delta,2,0,0,0,0
26-Feb,2,Alpha,16,17,"34,62","523,47",3
26-Feb,2,Bravo,46,52,"2,6","790,5",1
26-Feb,2,Charly,9,9,"61,62","114,78",2
26-Feb,2,Delta,0,0,0,0,0
26-Feb,3,Alpha,7,9,"40,47","745,29",2
26-Feb,3,Bravo,45,45,"4,19","139,16",2
26-Feb,3,Charly,9,7,"38,16","70,14",2
26-Feb,3,Delta,0,0,0,0,0
26-Feb,4,Alpha,9,8,"31,31","557,75",2
26-Feb,4,Bravo,51,46,"3,26","98,22",1
26-Feb,4,Charly,3,5,"31,99","60,4",2
26-Feb,4,Delta,0,0,0,0,0
26-Feb,5,Alpha,31,25,"31,11","275,72",3
26-Feb,5,Bravo,81,74,"3,88","596,49",2
26-Feb,5,Charly,8,7,"34,58","46,86",2
26-Feb,5,Delta,0,0,0,0,0
26-Feb,6,Alpha,37,32,"38,59","535,84",4
26-Feb,6,Bravo,73,80,"3,65","240,11",2
26-Feb,6,Charly,21,13,"58,2","1722,92",2
26-Feb,6,Delta,0,0,0,0,0
26-Feb,7,Alpha,52,45,"40,75","313,13",4
26-Feb,7,Bravo,78,83,"3,97","159,29",2
26-Feb,7,Charly,19,8,"70,73","4124,25",2
26-Feb,7,Delta,0,0,0,0,0
26-Feb,8,Alpha,73,82,"38,23","458,04",6
26-Feb,8,Bravo,77,78,4,"122,4",3
26-Feb,8,Charly,34,18,"53,83","3049,83",4
26-Feb,8,Delta,0,3,"17,04","26277,33",1
26-Feb,9,Alpha,132,96,"37,93","501,61",6
26-Feb,9,Bravo,71,69,"3,78","128,25",2
26-Feb,9,Charly,36,40,"47,15","3015,68",3
26-Feb,9,Delta,0,0,0,0,0
26-Feb,10,Alpha,148,152,"38,19","318,89",12
26-Feb,10,Bravo,100,98,"3,09","113,99",4
26-Feb,10,Charly,43,50,"49,62","3128,54",4
26-Feb,10,Delta,0,0,0,0,0
26-Feb,11,Alpha,153,132,"40,08","442,12",11
26-Feb,11,Bravo,121,124,"3,69","123,23",4
26-Feb,11,Charly,43,55,"46,26","1079,55",4
26-Feb,11,Delta,0,0,0,0,0
26-Feb,12,Alpha,108,126,"39,09","455,88",11
26-Feb,12,Bravo,141,141,"4,75","117,89",4
26-Feb,12,Charly,52,42,"35,12","1168,71",5
26-Feb,12,Delta,0,0,0,0,0
26-Feb,13,Alpha,125,107,"39,58","288,23",12
26-Feb,13,Bravo,130,128,"4,02","54,2",5
26-Feb,13,Charly,42,54,"31,11","1356,46",4
26-Feb,13,Delta,0,0,0,0,0
26-Feb,14,Alpha,73,64,"38,24","371,53",11
26-Feb,14,Bravo,161,163,"3,96","70,64",5
26-Feb,14,Charly,34,20,"39,86","2835,35",3
26-Feb,14,Delta,0,0,0,0,0
26-Feb,15,Alpha,124,107,"34,52","680,26",9
26-Feb,15,Bravo,129,126,"3,87","91,8",3
26-Feb,15,Charly,42,58,"38,7","1510,03",5
26-Feb,15,Delta,6,6,"22,81","169,5",1
26-Feb,16,Alpha,119,126,"43,36","959,2",10
26-Feb,16,Bravo,119,106,"3,44","322,99",3
26-Feb,16,Charly,40,47,"34,88","166,7",2
26-Feb,16,Delta,0,0,0,0,0
26-Feb,17,Alpha,111,103,"36,24","378,09",10
26-Feb,17,Bravo,119,130,"4,27","154,01",3
26-Feb,17,Charly,36,15,"32,88","482,93",2
26-Feb,17,Delta,0,0,0,0,0
26-Feb,18,Alpha,106,105,"35,87","618,5",9
26-Feb,18,Bravo,122,125,"3,98","403,17",3
26-Feb,18,Charly,36,49,"33,08","1081,41",5
26-Feb,18,Delta,0,0,0,0,0
26-Feb,19,Alpha,135,117,"36,14","620,19",5
26-Feb,19,Bravo,134,114,"3,68","271,28",2
26-Feb,19,Charly,39,14,"30,01","948,79",3
26-Feb,19,Delta,0,0,0,0,0
26-Feb,20,Alpha,130,115,"34,21","486,82",6
26-Feb,20,Bravo,139,132,"3,46","933,58",2
26-Feb,20,Charly,44,40,"32,22","3920,2",3
26-Feb,20,Delta,0,0,0,0,0
26-Feb,21,Alpha,87,96,"33,02","589,35",11
26-Feb,21,Bravo,185,141,"2,53","729,54",2
26-Feb,21,Charly,35,71,"44,85","1519,49",2
26-Feb,21,Delta,67,21,"33,75","1087,05",2
26-Feb,22,Alpha,69,80,"31,93","424,69",7
26-Feb,22,Bravo,179,231,"3,44","545,36",3
26-Feb,22,Charly,35,38,"37,25","143,08",3
26-Feb,22,Delta,0,46,"34,88","856,04",3
26-Feb,23,Alpha,47,44,"34,38","339,6",5
26-Feb,23,Bravo,136,158,"3,28","244,94",3
26-Feb,23,Charly,16,16,"57,21","84,13",1
26-Feb,23,Delta,5,0,0,0,0
27-Feb,0,Alpha,41,37,"30,92","293,7",3
27-Feb,0,Bravo,73,72,"3,48","190,94",3
27-Feb,0,Charly,23,22,"26,88","188,32",2
27-Feb,0,Delta,4,0,0,0,0
27-Feb,1,Alpha,18,16,"34,19","503,5",3
27-Feb,1,Bravo,76,65,"5,12","673,6",1
27-Feb,1,Charly,9,10,"46,57","194,9",2
27-Feb,1,Delta,0,9,"25,55","6330,33",1
27-Feb,2,Alpha,11,11,"32,79","406,25",3
27-Feb,2,Bravo,59,69,"3,63","432,64",1
27-Feb,2,Charly,7,7,"27,51",68,2
27-Feb,2,Delta,0,0,0,0,0
27-Feb,3,Alpha,16,15,"34,57","320,6",1
27-Feb,3,Bravo,54,51,"3,89","683,29",2
27-Feb,3,Charly,12,11,"76,61","90,82",2
27-Feb,3,Delta,0,0,0,0,0
27-Feb,4,Alpha,9,8,"37,99","334,71",3
27-Feb,4,Bravo,73,40,"4,36","446,05",2
27-Feb,4,Charly,7,7,"36,19","89,71",2
27-Feb,4,Delta,0,0,0,0,0
27-Feb,5,Alpha,35,33,"32,76","218,55",3
27-Feb,5,Bravo,69,61,"5,74","2620,44",2
27-Feb,5,Charly,14,14,"43,13","77,79",2
27-Feb,5,Delta,0,0,0,0,0
27-Feb,6,Alpha,38,34,"38,04","384,14",5
27-Feb,6,Bravo,90,135,"3,16","532,45",2
27-Feb,6,Charly,9,9,"35,18","217,44",1
27-Feb,6,Delta,0,0,0,0,0
27-Feb,7,Alpha,91,80,"35,51","157,3",5
27-Feb,7,Bravo,98,94,"2,6","110,96",2
27-Feb,7,Charly,24,18,"45,06","271,89",1
27-Feb,7,Delta,0,0,0,0,0
27-Feb,8,Alpha,101,99,"35,76","182,1",8
27-Feb,8,Bravo,83,88,"3,33","77,13",3
27-Feb,8,Charly,34,37,"35,08","289,73",1
27-Feb,8,Delta,0,0,0,0,0
27-Feb,9,Alpha,90,87,"35,74","496,79",6
27-Feb,9,Bravo,103,93,"3,11","58,61",3
27-Feb,9,Charly,44,0,0,0,0
27-Feb,9,Delta,0,0,0,0,0
27-Feb,10,Alpha,115,106,"35,56","398,18",15
27-Feb,10,Bravo,120,126,"3,14","95,01",4
27-Feb,10,Charly,21,27,"35,07","4823,59",2
27-Feb,10,Delta,0,0,0,0,0
27-Feb,11,Alpha,111,100,"36,44","463,64",11
27-Feb,11,Bravo,142,145,"3,71","42,93",4
27-Feb,11,Charly,52,75,"41,77","2791,87",4
27-Feb,11,Delta,0,0,0,0,0
27-Feb,12,Alpha,105,100,"39,84",517,12
27-Feb,12,Bravo,135,119,"3,77","66,21",4
27-Feb,12,Charly,40,22,"40,09","1970,41",4
27-Feb,12,Delta,0,0,0,0,0
27-Feb,13,Alpha,92,81,"40,48","341,25",8
27-Feb,13,Bravo,156,172,"3,57","84,92",4
27-Feb,13,Charly,45,78,"32,45","2204,03",2
27-Feb,13,Delta,0,0,0,0,0
27-Feb,14,Alpha,140,101,"40,16","442,41",17
27-Feb,14,Bravo,142,140,"3,14","140,86",5
27-Feb,14,Charly,36,15,"31,59","86,07",1
27-Feb,14,Delta,15,0,0,0,0
27-Feb,15,Alpha,137,135,"35,28","516,07",17
27-Feb,15,Bravo,131,128,"3,36","180,5",3
27-Feb,15,Charly,42,30,"37,42","3144,83",4
27-Feb,15,Delta,5,18,"25,2","2045,39",1
27-Feb,16,Alpha,112,107,"37,6","257,72",11
27-Feb,16,Bravo,130,124,"3,51","26,06",3
27-Feb,16,Charly,41,66,"32,48","2022,36",5
27-Feb,16,Delta,0,2,"22,14",5339,1
27-Feb,17,Alpha,105,93,"36,96","272,87",11
27-Feb,17,Bravo,115,125,"3,82","648,18",4
27-Feb,17,Charly,38,35,"42,32","1240,17",5
27-Feb,17,Delta,0,0,0,0,0
27-Feb,18,Alpha,85,70,"34,45","269,91",9
27-Feb,18,Bravo,122,124,"2,81","63,99",4
27-Feb,18,Charly,31,43,"33,24","403,56",2
27-Feb,18,Delta,0,0,0,0,0
27-Feb,19,Alpha,106,106,"33,48","401,5",6
27-Feb,19,Bravo,155,154,"2,44","338,35",2
27-Feb,19,Charly,42,22,"34,44","43,41",1
27-Feb,19,Delta,0,0,0,0,0
27-Feb,20,Alpha,99,90,"35,86","412,14",6
27-Feb,20,Bravo,182,179,"2,31","429,74",2
27-Feb,20,Charly,50,23,"36,8","2658,26",2
27-Feb,20,Delta,14,0,0,0,0
27-Feb,21,Alpha,106,92,"36,25","498,32",9
27-Feb,21,Bravo,206,210,"2,88","734,8",4
27-Feb,21,Charly,39,79,"39,68","2367,16",3
27-Feb,21,Delta,3,17,"28,47","4523,18",4
27-Feb,22,Alpha,52,47,"33,43","472,74",6
27-Feb,22,Bravo,161,140,"3,42","1202,29",4
27-Feb,22,Charly,37,36,"37,81","623,75",5
27-Feb,22,Delta,6,6,"28,02","688,5",1
27-Feb,23,Alpha,41,48,"32,34","516,57",5
27-Feb,23,Bravo,148,168,"2,42","347,59",3
27-Feb,23,Charly,21,29,"44,62","495,48",2
27-Feb,23,Delta,3,3,"31,79","181,33",1
28-Feb,0,Alpha,30,23,"39,67","99,57",5
28-Feb,0,Bravo,96,97,"2,3","329,63",3
28-Feb,0,Charly,17,18,"44,12","724,56",3
28-Feb,0,Delta,0,0,0,0,0
28-Feb,1,Alpha,19,16,"32,17","546,94",3
28-Feb,1,Bravo,64,39,"3,92","802,49",1
28-Feb,1,Charly,9,6,"24,96","2033,17",1
28-Feb,1,Delta,0,0,0,0,0
28-Feb,2,Alpha,8,10,"38,33","1314,33",3
28-Feb,2,Bravo,37,45,"2,63","885,29",1
28-Feb,2,Charly,4,9,"38,45","876,44",2
28-Feb,2,Delta,0,0,0,0,0
28-Feb,3,Alpha,4,3,"40,24","173,33",3
28-Feb,3,Bravo,39,49,"2,86","930,41",2
28-Feb,3,Charly,6,3,"27,96","687,33",2
28-Feb,3,Delta,0,0,0,0,0
28-Feb,4,Alpha,16,12,"28,2","125,25",4
28-Feb,4,Bravo,66,50,"3,76","340,2",2
28-Feb,4,Charly,8,7,"37,5","755,86",3
28-Feb,4,Delta,0,0,0,0,0
28-Feb,5,Alpha,20,17,"31,52","260,12",4
